crime,year,month,day
Shoot At Inhabited Dwelling/Vehicle,2008,07,11
Battery,2018,11,29
Exhibiting Firearm,2008,07,17
Battery,2018,12,01
Attempted Murder,2008,07,20
Robbery,2018,12,01
Possess Unreg. Firearm,2008,07,26
Threatening A Violent Assault,2018,12,03
Robbery,2008,08,01
Battery,2018,12,03
Attempted Murder,2008,08,02
Robbery,2018,12,03
Robbery/Car Jacking,2008,08,02
Robbery,2018,12,07
Robbery,2008,08,04
Assault With Deadly Weapon,2018,12,07
Exhibiting Dead.Wp.Not Firearm,2008,08,20
Robbery,2018,12,08
Possess Deadly Weapon,2008,08,22
Assault With Deadly Weapon,2018,12,09
Robbery,2008,08,23
Attempted Robbery,2018,12,09
Exhibiting Dead.Wp.Not Firearm,2008,08,25
Threatening A Violent Assault,2018,12,13
Threatening A Violent Assault,2008,08,25
Threatening A Violent Assault,2018,12,13
Robbery/Car Jacking,2008,08,29
Battery,2018,12,13
Threatening A Violent Assault,2008,08,09
Resist Or Delay Officer,2018,12,14
Murder: First Degree,2008,09,02
Resist Or Delay Officer,2018,12,15
Possess Deadly Weapon,2008,09,13
Robbery,2018,12,16
Murder: First Degree,2008,09,16
Crimes V Children(Lewd/Lascivious),2018,11,20
Robbery/Car Jacking,2008,09,17
Crimes V Children(Lewd/Lascivious),2018,11,23
Carrying Concealed Firearm Vehicle,2008,09,18
Child Endanger/Cruelty,2018,12,01
Carrying Concealed Firearm Vehicle,2008,09,19
Crimes V Children(Lewd/Lascivious),2018,12,08
Robbery,2008,09,20
Assault On Spouse/Cohabitant,2018,11,18
Robbery/Car Jacking,2008,09,20
Battery On Spouse/Cohabitant,2018,11,23
Threatening A Violent Assault,2008,09,21
Assault On Spouse/Cohabitant,2018,11,24
Exhibiting Dead.Wp.Not Firearm,2008,07,01
Battery On Spouse/Cohabitant,2018,11,25
Attempted Murder,2008,09,29
Battery On Spouse/Cohabitant,2018,11,25
Possess Unreg. Firearm,2008,10,02
Battery On Spouse/Cohabitant,2018,12,02
Assault With Deadly Weapon,2008,10,03
Battery On Spouse/Cohabitant,2018,12,14
Attempted Murder,2008,10,04
Assault On Spouse/Cohabitant,2018,12,15
Robbery,2008,10,06
Rape,2018,11,19
Possess Deadly Weapon,2008,10,15
Crimes V Children(Lewd/Lascivious),2018,11,20
Exhibiting Firearm,2008,10,15
Oral Copulation W/child Under 14,2018,12,10
Robbery,2008,10,17
Crimes V Children(Lewd/Lascivious),2018,12,10
Possess Deadly Weapon,2008,10,19
Possession Of Paraphernalia,2018,12,21
Robbery,2008,11,05
Possession For Sale - Narcotics,2018,12,30
Attempted Murder,2008,11,07
Possess Control Substance For Sale,2019,01,14
Exhibiting Firearm,2008,11,09
Attempted Robbery,2018,12,25
Exhibiting Firearm,2008,11,10
Non-Crime,2018,12,20
Attempted Murder,2008,11,12
Non-Crime,2018,12,21
Attempted Murder,2008,11,12
Non-Crime,2018,12,21
Robbery,2008,11,24
Non-Crime,2018,12,21
Gang Member Possess Firearm,2008,11,25
Non-Crime,2018,12,22
Possess Unreg. Firearm,2008,11,26
Non-Crime,2018,12,24
Exhibiting Firearm,2008,12,02
Non-Crime,2018,12,23
Robbery,2008,12,08
Non-Crime,2019,01,01
Robbery/Car Jacking,2008,12,11
Drunk Or Disorderly,2018,12,18
Possess Deadly Weapon,2008,12,12
Loiter W/Intent To Commit Prostitut,2018,12,19
Attempted Murder,2008,12,16
Loiter W/Intent To Commit Prostitut,2018,12,29
Robbery,2008,12,18
Malicious Mischief (over $400),2019,01,06
Attempted Murder,2008,12,20
Vehicle Theft,2018,12,23
Robbery,2008,12,26
Theft,2018,12,24
Exhibiting Dead.Wp.Not Firearm,2009,01,01
Vehicle Theft,2018,12,25
Attempted Murder,2009,01,05
Grand Theft (over $950),2018,12,26
Robbery,2009,01,07
Vehicle Theft,2018,12,24
Gang Member Possess Firearm,2009,01,10
Vandalism Less Than $400,2018,12,27
Exhibiting Dead.Wp.Not Firearm,2009,01,11
Vehicle Theft,2018,12,28
Murder,2009,01,12
Vehicle Theft,2019,01,05
Threatening A Violent Assault,2009,01,13
Forging Doc. W/Intent To Defraud,2019,01,06
Robbery,2009,01,14
Theft,2018,12,31
Shoot At Inhabited Dwelling/Vehicle,2009,01,20
Theft,2019,01,10
Robbery,2009,01,21
Threatening A Violent Assault,2018,12,31
Attempted Murder,2009,01,22
Robbery,2019,01,06
Exhibiting Dead.Wp.Not Firearm,2009,01,23
Resist Or Delay Officer,2019,01,15
Exhibiting Firearm,2009,01,29
Assault With Deadly Weapon,2019,01,16
Attempted Murder,2009,02,03
Robbery,2019,01,16
Assault With Deadly Weapon,2009,02,05
Assault On Spouse/Cohabitant,2018,12,22
Robbery/Car Jacking,2009,02,06
Possess Controlled Substance,2018,12,26
Robbery,2009,02,07
Possess Controlled Substance,2019,01,03
Exhibiting Firearm,2009,02,11
Possession Of Paraphernalia,2019,01,11
Robbery,2009,02,11
Exhibiting Firearm,2018,12,21
Attempted Murder,2009,02,14
Attempted Robbery,2018,12,25
Robbery,2009,02,16
Non-Crime,2018,12,18
Robbery,2009,02,16
Non-Crime,2018,12,20
Robbery,2009,02,17
Non-Crime,2018,12,20
Attempted Murder,2009,02,20
Non-Crime,2018,12,21
Murder,2009,02,27
Non-Crime,2018,12,23
"Poss Firearm Convicted Felon, Narc",2009,02,28
Non-Crime,2018,12,26
Robbery,2009,03,01
Non-Crime,2018,12,29
Possess Unreg. Firearm,2009,03,02
Non-Crime,2019,01,01
Robbery,2009,03,04
Drunk Or Disorderly,2018,12,18
Possess Unreg. Firearm,2009,03,06
Vandalism:deface Property,2019,01,03
Gang Member Possess Firearm,2009,03,21
Loiter W/Intent To Commit Prostitut,2019,01,09
Robbery,2009,03,26
Vehicle Theft,2018,12,23
Exhibiting Firearm,2009,03,27
Vandalism Less Than $400,2018,12,27
Attempted Murder,2009,03,27
Vehicle Theft,2018,12,28
"Poss Firearm Convicted Felon, Narc",2009,03,31
Theft,2018,12,31
Robbery,2009,04,05
Theft,2018,12,31
Exhibiting Dead.Wp.Not Firearm,2009,04,07
Malicious Mischief (over $400),2019,01,06
Robbery,2009,04,08
Theft,2019,01,11
"Poss Firearm Convicted Felon, Narc",2009,04,11
Attempted Robbery,2018,12,25
Robbery,2009,04,10
Resist Or Delay Officer,2018,12,30
Exhibiting Firearm,2009,04,16
Assault On Spouse/Cohabitant,2018,12,22
"Poss Firearm Convicted Felon, Narc",2009,04,22
Under Influence Controlled Substanc,2017,01,10
Exhibiting Firearm,2009,04,21
Under Influence Controlled Substanc,2018,12,18
Attempted Murder,2009,04,27
Possess Controlled Substance,2018,12,18
Attempted Murder,2009,04,28
Under Influence Controlled Substanc,2018,12,19
Murder,2009,05,08
Possess Narcotic Controlled Substnc,2018,12,21
Possess Deadly Weapon,2009,05,11
Possess Controlled Substance,2018,12,28
Possess Deadly Weapon,2009,05,18
Possess Narcotic Controlled Substnc,2018,12,28
Murder,2009,05,18
Possess Narcotic Controlled Substnc,2018,12,29
Attempted Murder,2009,05,26
Possess Controlled Substance,2018,12,29
Robbery,2009,06,05
Under Influence Controlled Substanc,2018,12,30
Robbery,2009,06,06
Possess Control Substance For Sale,2019,01,03
Exhibiting Dead.Wp.Not Firearm,2009,06,30
Under Influence Controlled Substanc,2019,01,07
Attempted Murder,2009,07,01
Under Influence Controlled Substanc,2019,01,11
Attempted Murder,2009,07,03
Possess Controlled Substance,2019,01,13
Robbery,2009,07,10
Possession Of Paraphernalia,2019,01,16
Threatening A Violent Assault,2009,07,12
Possession Of Paraphernalia,2019,01,16
Robbery,2009,07,16
Robbery/Car Jacking,2018,12,17
Non-Crime,2008,01,22
Exhibiting Dead.Wp.Not Firearm,2018,12,22
Non-Crime,2008,01,22
Attempted Murder,2019,01,03
Psychiatric Detention,2008,01,23
Robbery,2019,01,12
Non-Crime,2008,01,23
Attempted Robbery,2019,01,13
Non-Crime,2008,01,23
Attempted Murder,2019,01,13
Non-Crime,2008,01,24
Robbery,2019,01,14
Non-Crime,2008,01,25
Non-Crime,2018,12,18
Non-Crime,2008,01,27
Psychiatric Detention,2018,12,19
Non-Crime,2008,01,25
Non-Crime,2018,12,18
Psychiatric Detention,2008,01,28
Non-Crime,2018,12,19
Non-Crime,2008,01,28
Non-Crime,2018,12,21
Non-Crime,2008,01,29
Non-Crime,2018,12,22
Non-Crime,2008,01,29
Non-Crime,2018,12,18
Psychiatric Detention,2008,01,30
Psychiatric Detention,2018,12,23
Non-Crime,2008,01,29
Non-Crime,2018,12,23
Non-Crime,2008,01,29
Non-Crime,2018,12,22
Non-Crime,2008,01,28
Non-Crime,2018,12,26
Non-Crime,2008,01,31
Non-Crime,2018,12,22
Non-Crime,2008,02,01
Non-Crime,2018,12,30
Non-Crime,2008,02,02
Psychiatric Detention,2018,12,29
Psychiatric Detention,2008,02,03
Non-Crime,2018,12,31
Non-Crime,2008,02,03
Non-Crime,2019,01,02
Non-Crime,2008,02,04
Non-Crime,2019,01,02
Non-Crime,2008,02,04
Non-Crime,2019,01,02
Non-Crime,2008,02,01
Non-Crime,2019,01,02
Non-Crime,2008,02,04
Non-Crime,2019,01,02
Non-Crime,2008,02,07
Non-Crime,2019,01,01
Non-Crime,2008,02,08
Non-Crime,2019,01,03
Non-Crime,2008,02,08
Non-Crime,2019,01,06
Non-Crime,2008,02,09
Psychiatric Detention,2019,01,07
Non-Crime,2008,02,06
Non-Crime,2019,01,07
Non-Crime,2008,02,08
Non-Crime,2019,01,07
Non-Crime,2008,02,07
Non-Crime,2019,01,09
Non-Crime,2008,02,06
Non-Crime,2019,01,09
Non-Crime,2008,02,10
Non-Crime,2019,01,03
Non-Crime,2008,02,08
Psychiatric Detention,2019,01,10
Non-Crime,2008,02,13
Vandalism Less Than $400,2018,12,17
Non-Crime,2008,02,13
Drunk Or Disorderly,2018,12,20
Non-Crime,2008,02,15
Malicious Mischief (over $400),2018,12,19
Psychiatric Detention,2008,02,16
Minor Possession Tobacco Product,2018,12,20
Non-Crime,2008,02,16
Malicious Mischief (over $400),2018,12,21
Non-Crime,2008,02,19
Indecent Exposure,2018,12,22
Non-Crime,2008,02,20
Drunk Or Disorderly,2018,12,24
Non-Crime,2008,02,21
Drunk Or Disorderly,2018,12,27
Non-Crime,2008,02,22
Vandalism Less Than $400,2018,12,24
Non-Crime,2008,02,14
Vandalism Less Than $400,2018,12,28
Non-Crime,2008,02,21
Vandalism Less Than $400,2018,12,30
Non-Crime,2008,02,23
Drunk Or Disorderly,2019,01,05
Non-Crime,2008,02,23
Malicious Mischief (over $400),2018,12,21
Non-Crime,2008,02,24
Indecent Exposure,2019,01,08
Psychiatric Detention,2008,02,24
Malicious Mischief (over $400),2019,01,08
Non-Crime,2008,02,23
Vandalism,2019,01,09
Non-Crime,2008,02,20
Vandalism:deface Property,2019,01,06
Non-Crime,2008,02,14
Vandalism:deface Property,2019,01,07
Non-Crime,2008,02,25
Malicious Mischief (over $400),2019,01,13
Psychiatric Detention,2008,02,27
Vandalism:deface Property,2019,01,10
Non-Crime,2008,02,26
Grand Theft (over $950),2018,12,18
Non-Crime,2008,02,26
Burglary,2018,12,17
Non-Crime,2008,02,26
Theft,2018,12,17
Non-Crime,2008,02,26
Theft,2018,12,18
Psychiatric Detention,2008,02,27
Vehicle Theft,2018,12,19
Psychiatric Detention,2008,02,28
Theft,2018,12,19
Psychiatric Detention,2008,02,28
Theft,2018,12,19
Non-Crime,2008,02,28
Vehicle Theft,2018,12,20
Non-Crime,2008,03,01
Burglary,2018,12,18
Psychiatric Detention,2008,03,01
Vehicle Theft,2018,12,19
Non-Crime,2008,03,04
Unauthorized Use Of Personal Info,2018,12,19
Non-Crime,2008,03,03
Burglary,2018,12,21
Psychiatric Detention,2008,03,04
Theft,2018,12,18
Non-Crime,2008,02,20
Theft,2018,12,19
Non-Crime,2008,03,07
Vandalism Less Than $400,2018,12,22
Non-Crime,2008,03,07
Vehicle Theft,2018,12,22
Psychiatric Detention,2008,03,08
Vehicle Theft,2018,12,22
Non-Crime,2008,03,07
Vehicle Theft,2018,12,23
Non-Crime,2008,03,09
Theft,2018,12,23
Non-Crime,2008,03,10
Malicious Mischief (over $400),2018,12,24
Non-Crime,2008,03,10
Burglary,2018,12,24
Non-Crime,2008,03,13
Malicious Mischief (over $400),2018,12,22
Non-Crime,2008,03,13
Theft,2018,12,23
Non-Crime,2008,03,11
Grand Theft (over $950),2018,12,24
Non-Crime,2008,03,14
Theft,2018,12,22
Psychiatric Detention,2008,03,17
Burglary,2018,12,21
Non-Crime,2008,03,16
Unauthorized Use Of Personal Info,2018,12,23
Non-Crime,2008,03,18
Theft,2018,12,22
Non-Crime,2008,03,19
Theft,2018,12,26
Non-Crime,2008,03,17
Theft,2018,12,26
Non-Crime,2008,03,20
Burglary,2018,12,24
Psychiatric Detention,2008,03,20
Burglary,2018,12,24
Non-Crime,2008,03,20
Burglary,2018,12,25
Non-Crime,2008,03,07
Burglary,2018,12,28
Non-Crime,2008,03,21
Burglary,2018,12,29
Non-Crime,2008,03,22
Theft,2018,12,29
Non-Crime,2008,03,22
Vandalism:deface Property,2018,12,28
Non-Crime,2008,03,22
Theft,2018,12,26
Non-Crime,2008,03,23
Vehicle Theft,2018,12,29
Psychiatric Detention,2008,03,24
Vehicle Theft,2019,01,02
Non-Crime,2008,03,24
Vandalism Less Than $400,2018,12,31
Psychiatric Detention,2008,03,26
Unauthorized Use Of Personal Info,2018,12,29
Non-Crime,2008,03,26
Malicious Mischief (over $400),2018,12,25
Psychiatric Detention,2008,03,27
Burglary,2019,01,02
Psychiatric Detention,2008,03,28
Theft,2019,01,01
Non-Crime,2008,03,28
Malicious Mischief (over $400),2018,12,26
Non-Crime,2008,03,28
Burglary,2019,01,03
Non-Crime,2008,03,27
Burglary,2019,01,03
Non-Crime,2008,04,01
Burglary,2019,01,05
Non-Crime,2008,03,25
Vehicle Theft,2019,01,05
Psychiatric Detention,2008,04,01
Theft,2019,01,05
Non-Crime,2008,04,01
Vehicle Theft,2019,01,05
Non-Crime,2008,04,02
Attempted Burglary,2019,01,06
Non-Crime,2008,04,02
Burglary,2019,01,06
Non-Crime,2008,04,03
Burglary,2019,01,06
Non-Crime,2008,04,03
Attempted Vehicle Theft,2019,01,07
Non-Crime,2008,03,31
Burglary,2019,01,08
Non-Crime,2008,04,04
Burglary,2019,01,07
Non-Crime,2008,04,05
Burglary,2019,01,06
Non-Crime,2008,04,05
Malicious Mischief (over $400),2018,12,21
Non-Crime,2008,04,05
Burglary,2019,01,08
Non-Crime,2008,04,05
Burglary,2019,01,09
Non-Crime,2008,04,06
Theft,2018,12,21
Non-Crime,2008,04,06
Malicious Mischief (over $400),2019,01,08
Non-Crime,2008,04,07
Theft,2019,01,09
Non-Crime,2008,04,08
Vehicle Theft,2019,01,09
Non-Crime,2008,03,06
Burglary,2019,01,09
Non-Crime,2008,03,14
Burglary,2019,01,09
Non-Crime,2008,04,09
Theft,2019,01,10
Non-Crime,2008,04,10
Vehicle Theft,2019,01,11
Non-Crime,2008,04,09
Burglary,2019,01,11
Non-Crime,2008,04,10
Vehicle Theft,2019,01,11
Non-Crime,2008,04,12
Vehicle Theft,2019,01,11
Non-Crime,2008,04,01
Vehicle Theft,2019,01,13
Non-Crime,2008,04,12
Vandalism Less Than $400,2019,01,13
Non-Crime,2008,04,13
Burglary,2019,01,11
Non-Crime,2008,04,13
Theft,2019,01,13
Non-Crime,2008,04,14
Vandalism Less Than $400,2019,01,08
Non-Crime,2008,04,15
Burglary,2019,01,14
Psychiatric Detention,2008,04,15
Vehicle Theft,2019,01,15
Psychiatric Detention,2008,04,15
Burglary,2019,01,15
Non-Crime,2008,04,16
Vehicle Theft,2019,01,15
Non-Crime,2008,04,16
Theft,2019,01,15
Non-Crime,2008,04,16
Vehicle Theft,2019,01,16
Non-Crime,2008,04,14
Theft,2019,01,13
Non-Crime,2008,04,16
Vehicle Theft,2019,01,16
Non-Crime,2008,04,16
Battery,2018,12,19
Non-Crime,2008,04,16
Resist Or Delay Officer,2018,12,20
Non-Crime,2008,04,16
Battery,2018,12,23
Psychiatric Detention,2008,04,16
Battery,2018,12,24
Non-Crime,2008,04,10
Threatening A Violent Assault,2018,12,25
Non-Crime,2008,04,18
Robbery,2018,12,26
Non-Crime,2008,04,18
Violation Of Court Order,2018,12,26
Non-Crime,2008,04,18
Threatening A Violent Assault,2018,12,26
Non-Crime,2008,04,01
Assault With Deadly Weapon,2018,12,30
Non-Crime,2008,04,18
Resist Or Delay Officer,2018,12,30
Non-Crime,2008,04,18
Assault With Deadly Weapon,2019,01,01
Psychiatric Detention,2008,04,18
Resist Or Delay Officer,2019,01,06
Non-Crime,2008,04,19
Robbery,2019,01,08
Non-Crime,2008,04,20
Battery,2019,01,02
Non-Crime,2008,04,20
Robbery,2019,01,10
Non-Crime,2008,04,21
Threatening A Violent Assault,2019,01,10
Non-Crime,2008,04,21
Attempted Robbery,2019,01,11
Non-Crime,2008,04,14
Robbery,2019,01,11
Non-Crime,2008,04,23
Battery,2019,01,12
Non-Crime,2008,04,23
Robbery,2019,01,12
Non-Crime,2008,04,23
Threatening A Violent Assault,2019,01,14
Non-Crime,2008,04,23
Threatening A Violent Assault,2019,01,14
Non-Crime,2008,04,24
Assault With Deadly Weapon,2019,01,14
Psychiatric Detention,2008,04,24
Violation Of Court Order,2019,01,16
Non-Crime,2008,04,25
Allowing/Causing Child Endangermnt,2018,12,18
Non-Crime,2008,04,25
Punishmnt On Child Result In Trauma,2018,12,18
Non-Crime,2008,04,25
Punishmnt On Child Result In Trauma,2018,12,18
Non-Crime,2008,04,26
Child Endanger/Cruelty,2018,12,28
Non-Crime,2008,04,26
Child Endanger/Cruelty,2019,01,07
Non-Crime,2008,04,25
Punishmnt On Child Result In Trauma,2019,01,09
Non-Crime,2008,04,26
Annoy/Etc Child Under 18,2019,01,11
Non-Crime,2008,04,27
Crimes V Children(Lewd/Lascivious),2019,01,11
Non-Crime,2008,04,27
Child Endanger/Cruelty,2019,01,15
Non-Crime,2008,04,27
Battery On Spouse/Cohabitant,2018,12,18
Non-Crime,2008,04,25
Assault On Spouse/Cohabitant,2018,12,24
Non-Crime,2008,04,27
Violation Of Court Order,2018,12,26
Non-Crime,2008,04,28
Assault On Spouse/Cohabitant,2018,12,25
Non-Crime,2008,04,25
Assault On Spouse/Cohabitant,2018,12,31
Psychiatric Detention,2008,04,29
Assault On Spouse/Cohabitant,2019,01,01
Non-Crime,2008,04,29
Battery On Spouse/Cohabitant,2019,01,01
Non-Crime,2008,04,29
Battery On Spouse/Cohabitant,2019,01,03
Non-Crime,2008,04,30
Contact Minor For Lewd Acts,2019,01,02
Non-Crime,2008,05,01
Annoy/Etc Child Under 18,2019,01,04
Non-Crime,2008,04,30
Under Influence Controlled Substanc,2018,12,18
Non-Crime,2008,05,01
Possess Controlled Substance,2018,12,18
Non-Crime,2008,04,30
Under Influence Controlled Substanc,2018,12,19
Psychiatric Detention,2008,05,03
Possess Controlled Substance,2018,12,19
Non-Crime,2008,05,04
Poss Less Than 1 Oz. Of Marijuana,2018,12,25
Non-Crime,2008,05,05
Under Influence Controlled Substanc,2019,01,06
Non-Crime,2008,05,06
Under Influence Controlled Substanc,2019,01,11
Non-Crime,2008,05,08
Attempted Murder,2018,12,20
Non-Crime,2008,05,09
Robbery,2018,12,26
Non-Crime,2008,05,09
Exhibiting Dead.Wp.Not Firearm,2018,12,29
Psychiatric Detention,2008,05,10
Robbery,2019,01,10
Non-Crime,2008,05,10
Robbery,2019,01,10
Non-Crime,2008,05,13
Robbery,2019,01,11
Non-Crime,2008,05,15
Robbery,2019,01,12
Non-Crime,2008,05,16
Attempted Murder,2019,01,13
Non-Crime,2008,05,16
Non-Crime,2018,12,18
Non-Crime,2008,04,13
Non-Crime,2018,12,20
Psychiatric Detention,2008,05,17
Psychiatric Detention,2018,12,22
Non-Crime,2008,05,15
Non-Crime,2018,12,22
Non-Crime,2008,05,19
Non-Crime,2018,12,24
Psychiatric Detention,2008,05,20
Non-Crime,2018,12,23
Non-Crime,2008,05,20
Non-Crime,2018,12,26
Non-Crime,2008,05,18
Non-Crime,2018,12,27
Non-Crime,2008,05,20
Non-Crime,2018,12,31
Non-Crime,2008,05,15
Non-Crime,2018,12,31
Non-Crime,2008,05,21
Non-Crime,2018,12,31
Non-Crime,2008,05,12
Psychiatric Detention,2019,01,02
Non-Crime,2008,05,21
Non-Crime,2019,01,02
Non-Crime,2008,05,22
Non-Crime,2019,01,02
Non-Crime,2008,05,22
Non-Crime,2018,12,27
Non-Crime,2008,05,21
Psychiatric Detention,2019,01,05
Psychiatric Detention,2008,05,23
Non-Crime,2019,01,05
Non-Crime,2008,05,24
Non-Crime,2019,01,06
Non-Crime,2008,05,24
Non-Crime,2019,01,06
Non-Crime,2008,05,25
Non-Crime,2019,01,06
Psychiatric Detention,2008,05,25
Non-Crime,2019,01,06
Non-Crime,2008,05,25
Non-Crime,2019,01,08
Non-Crime,2008,05,02
Non-Crime,2019,01,07
Non-Crime,2008,05,29
Non-Crime,2019,01,09
Non-Crime,2008,05,30
Non-Crime,2019,01,09
Non-Crime,2008,05,30
Non-Crime,2019,01,10
Non-Crime,2008,05,30
Non-Crime,2019,01,08
Non-Crime,2008,05,31
Non-Crime,2019,01,04
Psychiatric Detention,2008,05,31
Psychiatric Detention,2019,01,11
Non-Crime,2008,05,31
Non-Crime,2019,01,12
Non-Crime,2008,05,31
Non-Crime,2019,01,11
Non-Crime,2008,06,01
Non-Crime,2019,01,13
Non-Crime,2008,06,02
Non-Crime,2019,01,16
Non-Crime,2008,06,02
Non-Crime,2018,12,25
Non-Crime,2008,05,20
Vandalism Less Than $400,2018,12,17
Non-Crime,2008,05,21
Malicious Mischief (over $400),2018,12,19
Non-Crime,2008,06,03
Malicious Mischief (over $400),2018,12,17
Psychiatric Detention,2008,06,03
Vandalism Less Than $400,2018,12,24
Non-Crime,2008,06,05
Vandalism Less Than $400,2018,12,24
Psychiatric Detention,2008,06,06
Vandalism Less Than $400,2018,12,28
Non-Crime,2008,06,07
Vandalism:deface Property,2018,12,28
Non-Crime,2008,06,08
Vandalism Less Than $400,2018,12,31
Non-Crime,2008,06,06
Malicious Mischief (over $400),2018,12,25
Psychiatric Detention,2008,06,09
Drunk Or Disorderly,2019,01,02
Non-Crime,2008,06,09
Vandalism:deface Property,2019,01,05
Non-Crime,2008,06,10
Malicious Mischief (over $400),2018,12,21
Non-Crime,2008,06,10
Malicious Mischief (over $400),2019,01,07
Non-Crime,2008,06,10
Trespass Prohibited On Posted Land,2019,01,09
Non-Crime,2008,06,11
Vandalism:deface Property,2019,01,06
Non-Crime,2008,06,11
Vandalism:deface Property,2019,01,07
Non-Crime,2008,06,11
Vandalism:deface Property,2019,01,11
Non-Crime,2008,06,11
Trespass Prohibited On Posted Land,2019,01,14
Non-Crime,2008,06,06
Malicious Mischief (over $400),2019,01,10
Non-Crime,2008,06,11
Theft,2018,12,17
Non-Crime,2008,05,25
Theft,2018,12,18
Non-Crime,2008,06,12
Vehicle Theft,2018,12,17
Non-Crime,2008,06,12
Vehicle Theft,2018,12,19
Non-Crime,2008,06,14
Theft,2018,12,19
Non-Crime,2008,06,15
Burglary,2018,12,18
Non-Crime,2008,06,13
Theft,2018,12,20
Non-Crime,2008,06,16
Theft,2018,12,18
Non-Crime,2008,06,16
Burglary,2018,12,22
Psychiatric Detention,2008,06,17
Vehicle Theft,2018,12,23
Psychiatric Detention,2008,06,17
Grand Theft (over $950),2018,12,21
Non-Crime,2008,06,17
Malicious Mischief (over $400),2018,12,24
Non-Crime,2008,06,17
Malicious Mischief (over $400),2018,12,22
Non-Crime,2008,06,17
Burglary,2018,12,21
Non-Crime,2008,06,19
Unauthorized Use Of Personal Info,2018,12,23
Non-Crime,2008,05,17
Vehicle Theft,2018,12,26
Non-Crime,2008,06,19
Burglary,2018,12,19
Psychiatric Detention,2008,06,19
Vandalism Less Than $400,2018,12,24
Non-Crime,2008,05,18
Vandalism Less Than $400,2018,12,24
Non-Crime,2008,06,20
Theft,2018,12,18
Non-Crime,2008,06,20
Burglary,2018,12,25
Non-Crime,2008,06,21
Burglary,2018,12,28
Non-Crime,2008,06,22
Malicious Mischief (over $400),2018,12,28
Non-Crime,2008,06,13
Vehicle Theft,2018,12,28
Psychiatric Detention,2008,06,23
Theft,2018,12,24
Non-Crime,2008,06,23
Vehicle Theft,2018,12,28
Non-Crime,2008,06,24
Theft,2018,12,29
Non-Crime,2008,06,25
Vehicle Theft,2018,12,29
Non-Crime,2008,06,25
Theft,2018,12,30
Psychiatric Detention,2008,06,27
Vehicle Theft,2018,12,30
Non-Crime,2008,06,26
Burglary,2018,12,29
Non-Crime,2008,06,27
Vehicle Theft,2018,12,31
Non-Crime,2008,06,28
Grand Theft (over $950),2018,12,26
Psychiatric Detention,2008,06,29
Theft,2018,12,29
Non-Crime,2008,06,29
Theft,2018,12,27
Psychiatric Detention,2008,06,30
Theft,2018,12,31
Non-Crime,2008,06,30
Vehicle Theft,2018,12,29
Non-Crime,2008,07,01
Theft,2019,01,02
Non-Crime,2008,06,29
Theft,2019,01,02
Non-Crime,2008,07,03
Burglary,2019,01,02
Non-Crime,2008,07,04
Theft,2019,01,03
Non-Crime,2008,07,04
Burglary,2018,12,30
Non-Crime,2008,07,04
Theft,2019,01,03
Non-Crime,2008,07,06
Theft,2019,01,03
Non-Crime,2008,07,05
Burglary,2019,01,03
Non-Crime,2008,07,06
Burglary,2019,01,03
Psychiatric Detention,2008,07,06
Burglary,2019,01,05
Non-Crime,2008,06,21
Attempted Burglary,2019,01,06
Non-Crime,2008,03,10
Vehicle Theft,2019,01,06
Non-Crime,2008,07,07
Burglary,2019,01,06
Non-Crime,2008,07,08
Burglary,2019,01,06
Non-Crime,2008,07,09
Attempted Forgery,2019,01,07
Non-Crime,2008,06,01
Burglary,2018,12,21
Non-Crime,2008,07,10
Burglary,2019,01,07
Psychiatric Detention,2008,07,10
Grand Theft (over $950),2019,01,07
Psychiatric Detention,2008,07,12
Burglary,2019,01,07
Non-Crime,2008,07,12
Burglary,2019,01,06
Non-Crime,2008,07,13
Theft,2019,01,06
Non-Crime,2008,07,13
Malicious Mischief (over $400),2018,12,21
Non-Crime,2008,07,12
Burglary,2019,01,08
Non-Crime,2008,07,14
Theft,2019,01,06
Psychiatric Detention,2008,07,15
Burglary,2018,12,27
Non-Crime,2008,07,15
Burglary,2019,01,10
Non-Crime,2008,07,15
Vehicle Theft,2019,01,11
Non-Crime,2008,07,15
Malicious Mischief (over $400),2018,12,26
Non-Crime,2008,07,15
Malicious Mischief (over $400),2019,01,08
Non-Crime,2008,07,19
Vehicle Theft,2019,01,13
Non-Crime,2008,07,18
Vehicle Tampering,2019,01,13
Non-Crime,2008,07,21
Malicious Mischief (over $400),2019,01,13
Non-Crime,2008,07,21
Vandalism:deface Property,2019,01,11
Psychiatric Detention,2008,07,22
Theft,2019,01,13
Non-Crime,2008,07,20
Vandalism Less Than $400,2019,01,08
Non-Crime,2008,05,22
Attempted Vehicle Theft,2019,01,15
Non-Crime,2008,07,23
Vehicle Theft,2019,01,15
Psychiatric Detention,2008,07,23
Theft,2019,01,15
Non-Crime,2008,07,25
Vehicle Theft,2019,01,15
Non-Crime,2008,07,24
Theft,2019,01,15
Non-Crime,2008,07,26
Vehicle Theft,2019,01,15
Non-Crime,2008,07,26
Theft,2019,01,12
Non-Crime,2008,07,19
Resist Or Delay Officer,2018,12,18
Non-Crime,2008,07,28
Battery,2018,12,19
Non-Crime,2008,07,26
Battery,2018,12,21
Psychiatric Detention,2008,07,29
Threatening A Violent Assault,2018,12,26
Psychiatric Detention,2008,07,29
Robbery,2018,12,26
Non-Crime,2008,07,26
